urls,titles,authors,published_dates,articles_content
https://mb.com.ph/2020/12/15/us-passes-300000-covid-19-deaths-health-workers-buoyed-by-vaccine/,"US passes 300,000 COVID-19 deaths; health workers buoyed by vaccine",by Agence France-Presse,"Published December 15, 2020, 6:30 AM","
WASHINGTON — More than 300,000 people in the United States have died from COVID-19, according to the Johns Hopkins University tally on Monday, as the country started its desperately-awaited vaccine program.Sandra Lindsay(L), a nurse at Long Island Jewish Medical Center, became the first person in the US to receive the COVID-19 vaccine
The grim milestone was reached on the day that New York nurse Sandra Lindsay became the first person in America to receive the Pfizer BioNTech shot, live on television.The country has recorded more than 16.3 million COVID-19 cases.Over the last two weeks, the Johns Hopkins database has often registered more than 2,500 deaths from COVID19 every day, hitting over 3,000 on both Wednesday and Saturday.The shocking number of fatalities – by far the highest in the world – underlined the US’s struggle to control the pandemic as authorities have given often mixed messages on mask-wearing, social distancing and shutdowns.President Donald Trump and senior officials have also repeatedly downplayed the risks while cases have spread across the country.Authorities had warned a spike in deaths was coming after millions traveled around the country for the Thanksgiving holiday last month.
An initial 2.9 million vaccine doses are set to be delivered to 636 sites around the US by Wednesday, with officials saying 20 million Americans could receive the two shot regimen by year end, and 100 million by March.Health workers see hope in vaccine
After Lindsay, more frontliners received the Pfizer-BioNTech vaccine.Raymond Pla, an anesthesiologist in a slammed emergency department, was one of five front line workers at George Washington University Hospital to receive the vaccine.
He handles COVID patients’ ventilators, one of the riskiest jobs in the pandemic.A single word captured what it meant to him: “Hope.”The doctor might have felt excited to be among the first in the world to get injected with molecules of synthetic messenger ribonucleic acid (mRNA), the cutting-edge technology proven to be 95 percent effective in preventing COVID-19.But given the coronavirus’ stark toll – 300,000 fatalities in the US alone – that just didn’t feel right.“Excitement, in my personal view, doesn’t give the appropriate amount of deference and respect and honor to the sacrifice of my colleagues in health care, some of whom have gotten sick, some of whom have died,” said the visibly emotional 52- year-old.
A distant light is glimmering at the end of the tunnel, but in the spring the situation appeared bleak to inundated health care workers like Pla: “I didn’t have a lot of hope back then there would be a vaccine by the end of the year.”Leading the way Pla and his colleagues said they felt honored as the first recipients, a group chosen through an algorithm that assessed risk levels.They also want to use their platforms to encourage others to follow their lead.Shylee Stewart, a 26-year-old registered nurse in the labor and delivery department, said the vaccine was “beneficial” given how many COVID-positive patients with unknown status come through, adding that most of the nurses in her department planned to get shots.She encouraged ordinary people to “do your research; make sure you make the right decision for yourself.”“Nine times out of 10, that decision is to get vaccinated,” she said.Her message comes at a time of growing vaccine skepticism, not only in the United States but across much of the developed world.A new poll by NPR/PBS Newshour/Marist College found that 61 percent of Americans say they’ll choose to get the coronavirus vaccine if it is made available, against 32 percent who said they wouldn’t.An unmasked anti-vaxxer heckler interrupted Monday’s press interviews with those being vaccinated, but the surveys show that overall national confidence is increasing, highlighting the importance of such events.Pla, a Black physician, said he felt an added level of responsibility toward his community and other racial minorities, who have been let down by a history of unethical medical research, along with medicine’s institutional racism that persists today.He said it would be vital to be “going out into the community and spreading the word” in the weeks and months ahead.Meanwhile, an Ontario caregiver and an octogenarian in Quebec on Monday became the first people vaccinated against COVID-19 in Canada.Anita Quidangen was televised receiving the injection at a hospital in Toronto as part of a major vaccination campaign in Canada, less than a week after the Pfizer-BioNTech shot was granted approval in the country.Another woman, 89-year-old Gisele Levesque, was vaccinated minutes earlier at a retirement home in Quebec City, but her procedure was not shown on TV, Quebec Health Minister Christian Dube revealed shortly afterwards.“I’m okay,” Quidangen told the press. The employee of a long-term care center for seniors in Toronto said she was “excited” about receiving the vaccine so quickly. SIGN UP TO DAILY NEWSLETTER
CLICK HERE TO SIGN-UP"
https://mb.com.ph/2020/12/14/new-york-nurse-receives-first-covid-vaccine-in-us/,New York Nurse Receives First Covid Vaccine In US,by Agence France-Presse,"Published December 14, 2020, 10:50 PM","
A nurse in New York became the first person in the United States to receive the coronavirus vaccine Monday.
Sandra Lindsay, a critical care nurse at the Long Island Jewish Medical Center, received the shot live on television shortly before 9:30 am (1430 GMT).
“First Vaccine Administered. Congratulations USA! Congratulations WORLD!” President Donald Trump tweeted. SIGN UP TO DAILY NEWSLETTER
CLICK HERE TO SIGN-UP"
https://mb.com.ph/2020/12/14/roque-raps-ex-covid-task-force-adviser-for-criticisms-vs-govt-vaccine-program/,Roque raps ex-COVID task force adviser for criticisms vs. gov’t vaccine program,by Genalyn Kabiling,"Published December 14, 2020, 4:11 PM","
A former adviser of the national task force on the coronavirus response has drawn profanity-laced tirade from President Duterte although such remarks were not carried live in his public address, Malacañang said Monday.
Presidential spokesman Harry Roque disclosed that the President has shown his dismay with Dr. Anthony Leachon after suspecting the medical professional was aspiring for a government post.
Presidential Spokesperson Harry Roque
(OPS / FILE PHOTO / MANILA BULLETIN)
Roque issued the statement after Leachon expressed concern with the government’s effort to prioritize certain vaccines despite lack of safety and efficacy data.“Tatapatin ko na si Dr. Leachon. Na-edit lang sa mga ‘Talk to the people’ pero ang daming beses na namura kayo ng Presidente kasi ang sabi niya kung anu-ano ang sinasabi mo yunpala nagnanais ka lang ng posisyon sa gobyeryno (I will be frank with Dr. Leachon. The President’s ‘Talk to the people’ have been edited but there were many times you were cursed by the President because he said you’re saying so many things and yet it appears you’re just aspiring for a government post),” Roque said during a televised press briefing.
“Next time murahin kayo ng Presidente (When the President curses you next time), I will insist it will be shown to the people. Baka akalain niyo natutuwa ang Presidente sa inyo, hindi po (You might think the President is pleased with you but he is not),” he added.
Vaccine czar Carlito Galvez Jr. also slammed Leachon during the same virtual press conference, citing his difficulty in working with him when he was part of the task force. He said Leachon, who had a brief stint as special adviser to the NTF last June, made some “very questionable” pronouncements.
“Sa NTF, nagsama kami. Mahirap po siyang kasama. May sariling mundo (We were together at the NTF. He’s difficult to deal with. He has his own world),” Galvez said.The former military official’s comment triggered laughter from Roque during the virtual press conference. “Mas maganda ang linya mo (You have a better line) Secretary Galvez. Thank you,” he said.
Leachon earlier tweeted his concern about the government’s vaccine acquisition plans and called for transparency. “Isn’t it disturbing that the government is still prioritizing the vaccines for which they’re are not enough safety and efficacy data? Perhaps we need to know the matrix or guidelines on their priority list. Transparency is key.Safety is paramount,” he said.
Reacting to the latest statement from the Palace, Leachon dispelled talk that he was eyeing a government post. He explained that he merely raised concern about the need to have safe and effective vaccines in the country.“It’s painful to be accused of something which is baseless and untrue. I have been an independent health reform advocate for many years. I have the highest respect for our President and the government,” he said.“I’m raising a red flag on efficacy and safety data on the vaccines so we can procure the right vaccine for our country. I dreamt of serving the government before but I have no future ambitions to be a public official.I’d like to spend my sunset years with the family, closest friends , and doing advocacy work,” he added.
Back in June, Leachon announced on Twitter that he was no longer an adviser of the NTF a day after expressing disappointment with the Department of Health in leading the efforts against the coronavirus outbreak.Galvez later confirmed that Leachon was let go due to the need for concerned officials to work together in battling the pandemic.He claimed that Leachon’s preemptive release of information “jeopardized” the government’s messaging in addressing the pandemic as well as caused “unwarranted misunderstanding” between the NTF and the Inter-Agency Task Force for the Management of Emerging Infectious Diseases (IATF). SIGN UP TO DAILY NEWSLETTER
CLICK HERE TO SIGN-UP"
https://mb.com.ph/2020/12/13/leila-files-bill-seeking-free-covid-vaccine-to-all-filipinos/,Leila files bill seeking free COVID vaccine to all Filipinos,by Hannah Torregoza ,"Published December 13, 2020, 12:53 PM","
Opposition Sen. Leila de Lima has filed a bill seeking to provide free COVID-19 vaccines to all Filipinos.
De Lima, in filing Senate Bill No. 1942 or the Libreng Bakuna Kontra COVID-19 Para sa Lahat ng Pilipino Act, reiterated the need to safeguard the health of Filipinos by allocating funds and mandating the country’s health system to offer the vaccines free of charge.
Senator Leila de Lima
(MANILA BULLETIN FILE PHOTO)
“Anticipating the arrival of these vaccines subject to trials and local evaluation soonest, this representation believes the need to guarantee free vaccination for all Filipinos whose right to health should not be diminished by belatedly acting on the health crisis,” De Lima said.
As hopes grow for the early arrival of the vaccines in the country, she said the government must be prepared and guarantee people safe and efficient distribution of the vaccine especially the priority and vulnerable sectors of society.
“It cannot be overemphasized: Vaccine coverage is as important as vaccine efficacy,” she stressed.
De Lima noted the government’s vaccination plan “leaves much to be desired” despite the Executive branch’s report about its continued negotiations with pharmaceutical companies for at least 14 specific COVID-19 vaccines for local use.
Vaccine czar Secretary Carlito Galvez had earlier said the government is targeting to vaccinate 60 to 70 percent of the country’s population, with elderly citizens, frontliners, and those included in the vulnerable sectors to be prioritized in the immunization program.
But Galvez also claimed that the country would now have to fight for the remaining percentage of future COVID-19 vaccine supplies as rich countries had already procured 80 percent of the global market.
De Lima, however, said this should not be an excuse for a delayed response in securing vaccine supplies since there are new suppliers of COVID-19 vaccines with equally good efficacy rates that have already emerged.
“A concrete plan of action that will universally promote the right of all Filipinos to health is vital in winning this battle against COVID-19,” she said.
“A vaccination plan that is inclusive will be an instrument to create herd immunity in a country of more than 100 million.”De Lima said the bill also provides informed consent to allow persons to choose which accredited COVID-19 vaccine to receive and the institutions from which to receive them.
The measure likewise mandates the creation of a database to ensure the tracking of vaccination recipients in case of problems that may arise after the administration of the vaccines. SIGN UP TO DAILY NEWSLETTER
CLICK HERE TO SIGN-UP"
https://mb.com.ph/2020/12/13/pregnant-women-breastfeeding-moms-minors-cant-have-covid-vaccine-anytime-soon-solon/,"Pregnant women, breastfeeding moms, minors can’t have COVID vaccine anytime soon – solon",by Ellson Quismorio,"Published December 13, 2020, 12:46 PM","
All signs point to pregnant women, breastfeeding mothers, and minors under 16-years-old not getting any COVID-19 vaccine shots in the foreseeable future due to safety concerns, said Anakalusugan party-list Rep. Mike Defensor Sunday, as the very promising Pfizer-BioNTech vaccine is beginning to make waves abroad, particularly in the United States, United Kingdom, and Canada where it has been approved for use.
(MANILA BULLETIN FILE PHOTO)
“For now, the vaccine developed by Pfizer Inc. and BioNTech SE cannot be used in individuals younger than 16-years-old, based on our comprehensive review of the EUAs (emergency use authorizations) issued by pharmaceutical regulators in the three countries,” Defensor said.
“The use of the vaccine in pregnant women and mothers who are breastfeeding is also either totally not recommended, or being discouraged with stern warnings,” Defensor, a Health committee vice chairman, also said.“We expect our own Food and Drug Administration here to affirm the same recommendations – once the vaccine gets an EUA here – simply because the safety and efficacy of the shots in children under 16, pregnant women, and mothers who are breastfeeding has yet to established by further clinical trials,” he said.
The House leadership said it’s plausible that the same recommendations would apply to all newly developed COVID-19 vaccines that would eventually obtain EUAs in the Philippines.
Defensor’s assessment came just as the Philippines is expected to undergo a “baby boom” owing to lockdowns and strict stay-at-home orders as a result of the pandemic.The Commission on Population and Development said the country will record two million pregnancies this year, some 214,000 of which are unplanned.
Defensor said that in Britain, the Pfizer-BioNTech vaccine is “absolutely not recommended for use in pregnant women and mothers who are breastfeeding.”“In fact, under their immunization guidelines, in all women of child-bearing age, pregnancy has to be ruled out first prior to vaccination. Women of child-bearing age are also being told to avoid pregnancy for at least two months after their second dose of the vaccine,” he said.The vaccine is meant to be administered intramuscularly in the arm in a series of two doses 21 days apart.“It is unknown whether the vaccine is excreted in human milk, and risks to newborns and infants cannot be excluded. Thus, in Britain, they are not recommending the shots during breastfeeding,” Defensor said.Meanwhile, having a clear budget for the purchase of the coronavirus vaccines should be the government’s top priority to address the public health crisis, Vice President Leni Robredo’s spokesperson said Sunday.Speaking on Robredo’s weekly radio show, Barry Gutierrez said he was surprised over the lack of a definite source of funds to immunize millions of Filipinos next year.Senate Minority Leader Franklin Drilon hadclaimed the P72.5 billion earmarked for the purchase of COVID-19 vaccines in the proposed 2021 national budget is like an “unfunded check.”Under the P4.5-trillion national budget for next year, only P2.5 billion out of the P72.5 billion vaccine allocation is funded.
The remaining P70 billion, according to Drilon, is allocated under the “unprogrammed funds” provision of the 2021 General Appropriations Bill (GAB) which the Senate and the House ratified last week.“‘Di ba dapat iyan ang una nating tinitiyak na mayroon tayong pondo lalo na itong bakuna. Narinig ko na sinabi ng Pangulo ito ilang beses na sa dulo ang pinakasolusyon lang sa COVID – bakuna,” he said.(Shouldn’t the first thing we make sure is we have funds especially for the vaccines. I heard the President said this a few times the best solution to COVID at the end is vaccine)“Kung anong pera mayroon tayo dapat diyan agad ilagay ‘yan. Bakit mo ilalagay sa ibang ahensya? Ito ‘yung pinakaimportante,” Gutierrez added.(We should put whatever funds we have for that. Why would you allocate it to other agencies? This is the most important)Robredo’s spokesman lamented the administration’s “lack of sense of urgency” in securing COVID-19 vaccines supply when there is a global race to buy the vaccines.
“Nagtataka ako bakit parang hindi pa tayo masyadong kumikilos (I’m wondering why we haven’t taken much action),” he said. “Hindi nga tayo nagbayad ng reservation fee (We haven’t paid yet the reservation fee).” (With a report from Raymund F. Antonio) SIGN UP TO DAILY NEWSLETTER
CLICK HERE TO SIGN-UP"
https://mb.com.ph/2020/12/12/peru-suspends-clinical-trials-of-chinese-covid-vaccine/,Peru suspends clinical trials of Chinese Covid vaccine,by Agence France-Presse,"Published December 12, 2020, 4:48 PM","
Peru has temporarily suspended clinical trials of a Covid vaccine made by Chinese drug giant Sinopharm after detecting neurological problems in one of its test volunteers.
A health worker prepares a syringe to inoculate a volunteer with a COVID-19 vaccine produced by the Chinese Sinopharm during its trial at the Clinical Studies Center of the Cayetano Heredia University in Lima on December 09, 2020. (Photo by ERNESTO BENAVIDES / AFP)
The National Institute of Health said Friday that it had decided to interrupt the trial after a volunteer had difficulty moving their arms, according to local media.
“Several days ago we signaled, as we are required, to the regulatory authorities that one of our participants (in trials) presented neurological symptoms which could correspond to a condition called Guillain-Barre syndrome,” said chief researcher German Malaga in comments to the press. 
Guillain-Barre syndrome is a rare and non-contagious disorder which affects the movement of the arms and legs. Peru declared a temporary health emergency in five regions in June last year following multiple cases.In the 1970s a campaign to innoculate Americans against a supposedly devastating strain of swine flu ground to a halt after some 450 of those vaccinated developed the syndrome, which can also cause paralysis.
Peru’s clinical trials for the Sinopharm vaccine were due to conclude this week, after testing around 12,000 people.If they are successful — which won’t be known until mid-2021 — the Peruvian government was expected to buy up to 20 million doses to inoculate two-thirds of its population.60,000 across the globe have already taken the Sinopharm vaccine, including volunteers in Argentina, Russia and Saudi Arabia.Peru has one of the world’s highest per capita death rate from the virus, which as of Friday had caused 36,499 deaths and 979,111 infections.The pandemic has hit the South American country’s economy hard, with GDP plunging more than 30 percent in the second quarter. SIGN UP TO DAILY NEWSLETTER
CLICK HERE TO SIGN-UP"
https://mb.com.ph/2020/12/12/pitc-not-buying-covid-19-vaccines-for-govt/,PITC not buying COVID-19 vaccines for gov’t,by Ben Rosario,"Published December 12, 2020, 4:32 PM","
Government purchase of COVID-19 vaccines has been spared from the participation of the Philippine International Trade Corp., a State-run government firm that has been smarting from criticisms from senators and State auditors for its alleged snail-paced procurement of equipment and supplies by a number of agencies.
In a virtual briefing conducted by PITC for members of the House Committee on Trade and Industry, Trade and Industry Secretary Ramon Lopez disclosed that so far, PITC has not been asked to take a role in the purchase of much-needed vaccines from international drug laboratories and suppliers.
“Sa ngayon wala pang role ang PITC, ang immediate procurement agency is PS-DBM (Right now PITC has not been given a role),” Lopez told lawmakers during the meeting with lawmakers.Lopez and PITC President Dave Alimurung briefed solons on PITC tasks in the procurement by various government agencies of supplies and materials that can be sourced from international suppliers.
The two defended PITC from accusations that it had “parked” over P33 billion entrusted by agencies that relied on the State-owned importer to help purchase equipment and supplies.
Asked by Marikina City Rep. Stella Luz Quimbo if PITC will be involved in COVID-19 vaccine procurement, Lopez said a special vaccine committee, not the PITC, will do it.
“PITC has not been asked to joint certain meetings pagdating sa vaccine purchase,” said Lopez.
Solons present during the meeting no longer commented on Lopez’s statement.
In the recently-released 2019 annual audit report for PITC, CoA disclosed that as of end of the year, over P9.17 billion from various agencies remained unutilized for a period of ten years starting 2009.
“These unutilized fund transfers were not yet returned to the concerned client-government agencies and or national government contrary to the provisions under Section 10 of the General Appropriations Act for Fiscal Year 2019 on the Reversion, Closure, and Transfer of Special Accounts,” said CoA.
Auditors also noted that interest earnings amounting to P581.135 million from money market placements of parked funds have not been recorded as PITC income, instead of remitting the money to the National Treasury.
Reacting to the CoA findings, Alimurung said a total of P324 million has already been remitted to the national coffers.
A check on 2019 annual audit reports of other agencies that were released this year indicated that PITC has delayed or has failed to deliver various procurement items from these agencies.
In a recent audit report, CoA blamed the PITC for the delayed delivery of three brand new aircraft for the training program being conducted by the Philippine State College of Aeronautics.
Together with the PS-DBM, PITC was also blamed by CoA for failing to deliver on time over P1.4-billion supplies and equipment paid for by the Department of Environment and Natural Resources last year.
The Bureau of Fire Protection audit report also chided PITC and PS-DBM for receiving P4.309 billion in funds for the purchase of supplies materials and equipment and the implementation of various infrastructure projects.
Despite receiving the allocation from the BFP, the two procurement agencies have failed to deliver the orders for several years now.
As a result of the snail-paced procurement process, CoA said the BFP was deprived of immediate use of the items which are crucial in the discharge of the agency’s operation.
State auditors said this has also “unnecessarily made the fund idle in the custody of the PS-DBM and PITC.” SIGN UP TO DAILY NEWSLETTER
CLICK HERE TO SIGN-UP"
https://mb.com.ph/2020/12/12/mayor-sara-bares-offer-for-davao-city-to-purchase-covid-19-vaccines/,Mayor Sara bares offer for Davao City to purchase COVID-19 vaccines,by Antonio Colina IV,"Published December 12, 2020, 2:38 PM","
DAVAO CITY – An official from a foreign government has reportedly reached out to the Davao City government, offering to provide much-needed vaccines against the coronavirus disease (COVID-19) once the Philippine government issues an emergency use authorization (EUA).
Mayor Sara Duterte (Facebook / MANILA BULLETIN)
This was disclosed by Davao City Mayor Sara Duterte, who added that, based on
the initial exchange of emails, the envoy told the city that their government has allowed its vaccine-maker to strike deals with any offshore buyers, aside from national governments.The local chief executive did not disclose the foreign government.
Last Thursday, Presidential Spokesperson Harry Roque said the Philippines plans to procure vaccines from Sinovac Biotech of China, Oxford-AstraZeneca of United Kingdom, and Pfizer-BioNTech of the United States next year.
Duterte said the offer of vaccines directly to Davao City was a “positive” development because the previous communications the city had with another pharmaceutical company, which said that it will only sell its COVID-19 vaccines to the Department of Health (DOH).“An official from another country listened to our radio broadcast and then they already reached out to us and there were initial exchanges of emails already. This is very positive because according to them they are allowed by their country to sell to whoever is the buyer,” she said.However, Duterte added that they have yet to ascertain if the national government would allow a local government unit to buy directly from vaccine-makers.
Citing the envoy, Duterte said: “We do not know if you need the permission of the DOH to buy from us.”
Duterte said that the government has yet to give the EUA to any vaccine.
“We are waiting for that document also so that we will know what brand of vaccines will be given with the EUA by our national government so we can pursue them. But, as of now, we are not waiting for that because we are already seeking out company… if they will say ‘no,’ we will lose nothing because we are already in the middle of this pandemic. That is why, we are trying to reach out and talk and ask what are the possibilities available for LGU,” she said.
Duterte added that another vaccine-maker could provide vaccines to the city if it could participate in the phase 3 of the clinical trials.
“The only way to access, as of now, if we participate in clinical trials. Their advice to us was to write a letter and request that Davao City will be included in a clinical trial so that we can access the vaccines for our plans of voluntary vaccination for health and non-health frontliners,” she added.Davao City reverted to general community quarantine (GCQ) from modified GCQ last November 20, which was expected to last until 30, but has since been extended until the end of this year.
As of December 10, Department of Health-Davao reported a total of 10,520 cases in the region, with 2,459 active, 7,651 recoveries, and 410 deaths.Of the total cases, Davao City reported 7,369, Davao de Oro with 483, Davao del Norte with 1,284, Davao del Sur with 784, Davao Occidental with 122, and Davao Oriental with 478. SIGN UP TO DAILY NEWSLETTER
CLICK HERE TO SIGN-UP"
https://mb.com.ph/2020/12/11/astrazeneca-to-use-part-of-russian-covid-vaccine-in-trials/,AstraZeneca to use part of Russian Covid vaccine in trials,by Agence France-Presse,"Published December 11, 2020, 10:01 PM","
Pharmaceutical giant AstraZeneca’s Russian branch said Friday it would use part of Russia’s homemade Sputnik V vaccine in further clinical trials, a major sign of recognition for a jab that has been viewed with scepticism by the West.(Photo by NELSON ALMEIDA / AFP / FILE PHOTO / MANILA BULLETIN)
Russia was one of the first countries to announce the development of a coronavirus vaccine, which it named Sputnik V after the Soviet era satellite.
While the jab is yet to complete its third and final phase of testing involving some 40,000 volunteers, its developers have said that interim trial results showed 95 percent efficacy.
“Today we announce a clinical trial programme to assess the safety and immunogenicity of a combination of AZD1222, developed by AstraZeneca and Oxford University, and Sputnik V, developed by Russian Gamaleya Research institute,” AstraZeneca said in a statement published on its website in English and Russian on Friday.
The pharmaceutical company said that adults aged 18 and over will be enrolled in the trials, expected to start before the end of the year.
While the Sputnik V jab uses human adenovirus vectors, AZD1222 relies on adenovirus from chimpanzees. Both are administered in two doses.
Russia’s Direct Investment Fund (RDIF), which was involved in the development of Sputnik V, said in its own statement on Friday that on November 23 it offered AstraZeneca “to use one of the two vectors of the Sputnik V vaccine in additional clinical trials of its own vaccine”.Moscow announced the registration of Sputnik V back in August, after it had completed the second phase of trials on under 100 volunteers, raising concerns from scientists at home and abroad.Analysts viewed the fast-track registration and the early launch of mass vaccination as an effort for Russia to bolster its geopolitical influence.Several Russian allies — including India, Venezuela and Belarus — have said they would take part in clinical trials for the jab, while Kremlin-friendly governments have pre-ordered more than a billion doses of Sputnik V.Ignoring accusations by Britain of Russian-linked hackers targeting vaccine research, Moscow has said it is open to cooperation with Western countries.
The vaccine’s developers said it will be available on international markets for less than $10 (8.40 euros) per dose — and that it can be stored at between two and eight degrees Celsius (between 35.6 and 46.4 degrees Fahrenheit) instead of the temperatures far below freezing required for some other vaccines.
‘Unique example of cooperation’
In its statement on Friday, AstraZeneca said that “combinations of different COVID-19 vaccines may be an important step in generating wider protection through a stronger immune response and better accessibility.”
The British-Swedish drugmaker added that cooperation with the Gamaleya Research Institute is “important to explore the potential of vaccine combinations unlocking synergies in protection and accessibility through a portfolio approach.”
The pharmaceutical giant had earlier said that its vaccine was on average 70 percent effective.Head of RDIF Kirill Dmitriyev said on Friday that the collaboration will be a “unique example of cooperation between scientists from different countries in jointly fighting coronavirus”.While Russia’s second wave has continued to surge in recent weeks, the country has refrained from reimposing a strict nationwide lockdown as it did in the spring and pinned its hopes on mass vaccination.Last week Russia started a large-scale public vaccination drive, offering Sputnik V initially to people in high-risk groups including medical workers and teachers.On Friday it reported 613 virus deaths over the past 24 hours, surpassing the 600 mark for the first time since the beginning of the pandemic.
Total fatalities stood at 45,893, while infections jumped to 2,597,711, placing Russia’s caseload fourth-highest in the world.Russia has reported a much lower death rate than other badly hit countries, raising concerns that authorities have downplayed the outbreak.
Data published by the country’s federal statistics service on Thursday indicated excess deaths of nearly 165,000 year-on-year between March and October, suggesting virus deaths could be much higher. SIGN UP TO DAILY NEWSLETTER
CLICK HERE TO SIGN-UP"
https://mb.com.ph/2020/12/11/astrazeneca-withdraws-application-to-conduct-covid-19-vaccine-clinical-trials-in-ph/,Astrazeneca withdraws application to conduct COVID-19 vaccine clinical trials in PH,by Analou De Vera ,"Published December 11, 2020, 6:51 PM","
United Kingdom-based pharmaceutical company Astrazeneca will no longer push through with clinical trials for its COVID-19 candidate vaccine in the Philippines, the Food and Drug Administration (FDA) said.FDA Director-General Rolando Enrique Domingo said that Astrazeneca has already withdrawn its application..“Yes. They said they have enough data already,” Domingo said in a text message.
To note, Astrazeneca has applied to hold Phase III clinical trials in the country. It already passed the evaluation of the Philippines’ Single Joint Review Ethics Board — one of three stages of evaluation before a clinical trial can commence.Last month, the country signed a supply deal with Astrazeneca for at least 2.6 million doses of its candidate vaccine.Among the vaccine developers applying for a clinical trial in the Philippines, Clover Biopharmaceuticals and Sinovac Biotech from China, have already secured approval from the country’s Vaccine Experts Panel and the Single Joint Review Ethics Board.The two Chinese firmsstill need to secure a clearance from the FDA.SIGN UP TO DAILY NEWSLETTER
CLICK HERE TO SIGN-UP"
https://mb.com.ph/2020/12/11/sanofi-gsk-covid-vaccine-delayed-until-end-of-2021/,"Sanofi, GSK Covid vaccine delayed until end of 2021",by Agence France-Presse,"Published December 11, 2020, 3:59 PM","
France’s Sanofi and Britain’s GSK said Friday their Covid-19 vaccines will not be ready until the end of 2021, after interim results showed a low immune response in older adults.
This file photo taken on November 23, 2020 shows a bottle reading “Vaccine Covid-19” next to French biopharmaceutical company Sanofi logo. – France’s Sanofi and Britain’s GSK said on December 11, 2020 their Covid-19 vaccines will not be ready until the end of 2021, after interim results showed a low immune response in older adults. (Photo by JOEL SAGET / AFP)
The announcement is a huge setback in efforts to fight the pandemic, which first emerged in China last December and has killed over 1.5 million people worldwide.
Sanofi and GSK said the delay in their adjuvanted recombinant protein-based COVID-19 vaccine programme was to “improve immune response in older adults.”
The vaccine’s potential availability had been pushed back “from mid-2021 to Q4 2021,” they said in a statement.
American pharmaceutical giant Pfizer and its German partner BioNTech have said their vaccine had proven 90 percent effective in preventing Covid-19 infections in ongoing Phase 3 trials involving more than 40,000 people.
US experts voted Thursday to recommend granting emergency approval for the Pfizer-BioNTech vaccine, paving the way for America to become the next country to move ahead with mass immunisation after the UK. Canada, Bahrain and Saudi Arabia have also approved it.
The Sanofi-GSK candidate is based on technology that Sanofi has used to produce seasonal influenza vaccines and on immunological agents developed by GSK.“Phase 1/2 study interim results showed an immune response comparable to patients who recovered from COVID-19 in adults aged 18 to 49 years, but a low immune response in older adults likely due to an insufficient concentration of the antigen,” the statement said.
It said a recent study in non-human primates using an improved antigen formulation demonstrated that the candidate could “protect against lung pathology and lead to rapid viral clearance from the nasal passages and lungs, within 2 to 4 days.”“These results increase the companies’ confidence in the capacity of the adjuvanted recombinant platform to deliver a highly efficient vaccine for all adults,” it said.The hunt for a vaccine brings up questions like whether unexpected safety issues may arise when the number of people vaccinated grows to millions and possibly billions of people.
– ‘More than one vaccine needed’ –
Also unknown is whether more side effects will emerge, how long the vaccine remains effective, whether it will limit transmission and how it will work in children, pregnant women, and immunocompromised patients.
“We care greatly about public health which is why we are disappointed by the delay announced today, but all our decisions are and will always be driven by science and data,” said Thomas Triomphe, Executive Vice President and Head of Sanofi Pasteur.
“We have identified the path forward and remain confident and committed to bringing a safe and efficacious COVID-19 vaccine,” he said.
“There is no question of abandoning the vaccine,” he told AFP.Both Russia and China have already begun inoculation campaigns with domestically produced vaccines despite far less vetting, while several other vaccines are being developed in the West.
Japan has formalised a deal with UK drugmaker AstraZeneca to receive 120 million doses of its coronavirus vaccines, the health ministry said Friday.Tokyo has also secured Covid-19 vaccines for 60 million people from pharmaceutical giant Pfizer, and for a further 25 million people from biotech firm Moderna. Vaccination could start as early as March 2021, Kyodo News agency reported this week.
“No single pharma company can make it alone; the world needs more than one vaccine to fight the pandemic,” Triomphe said.
Roger Connor, President of GSK Vaccines added: “The results of the study are not as we hoped. Based on previous experience and other collaborations, we are confident that GSK’s pandemic adjuvant system, when coupled with a COVID-19 antigen, can elicit a robust immune response.”
The companies plan a Phase 2b study expected to start in February. If the data is positive, a global Phase 3 study could start in the second quarter of next year.
“Positive results from this study would lead to regulatory submissions in the second half of 2021, hence delaying the vaccine’s potential availability from mid-2021 to Q4 2021,” the statement said. SIGN UP TO DAILY NEWSLETTER
CLICK HERE TO SIGN-UP"
