urls,titles,authors,published_dates,articles_content
https://news.abs-cbn.com/news/03/02/21/fda-confirms-sinopharm-finally-applies-for-emergency-use-of-its-covid-19-vaccines,FDA confirms: Sinopharm finally applies for emergency use of its COVID-19 vaccines,ABS-CBN News,Posted at Mar 02 2021 01:10 PM | Updated as of Mar 02 2021 01:28 PM,"MANILA — The Food and Drug Administration on Tuesday confirmed that China state-owned Sinopharm has finally applied for emergency use authorization of its COVID-19 vaccines in the Philippines.“An online application was filed yesterday afternoon and the FDA is checking the contents of the submission now,” FDA Director General Eric Domingo told ABS-CBN News.
Domingo has yet to respond if the submission included interim results for the vaccine’s Phase III clinical trials, which is crucial in determining the safety and efficacy of a vaccine for emergency use.
Currently, only Pfizer, AstraZeneca and Sinovac have approved EUAs in the Philippines. The first batch of COVID-19 vaccines received by the country this week was from Sinovac.
Domingo could not give any further details on the Sinopharm submission, except that like in the case of Sinovac, they cannot guarantee a 21-day evaluation period.
This is because Sinopharm and Sinovac, which is a private company from China, do not have emergency use authorizations from a so-called Stringent Regulatory Authority (SRA). They are also not included in the World Health Organization’s emergency use listing unlike Pfizer and AstraZeneca.Having an EUA from an SRA, which is recognized by the WHO, can expedite a company’s application within 21 days, as what happened to Pfizer and AstraZeneca.
Sinovac, on the other hand, took more than a month before it was approved, also because it was not able to immediately submit its Phase III clinical trial data.
There have been conflicting reports on whether Sinopharm has submitted its EUA request to the Philippines.
Presidential Spokesperson Harry Roque on Monday morning said Sinopharm’s application was already submitted but Domingo said Monday afternoon that they have not received any. He also could not check their online submissions because the FDA main office was closed due to a local holiday.
China's Sinopharm seeks EUA for its COVID-19 vaccine in PH, says Palace; FDA yet to confirm
By Tuesday morning, DOH spokesperson Maria Rosario Vergeire said that there still is no application from Sinopharm, which turned out to be not true.
Sinopharm’s vaccine is said to have a 79% efficacy rate against COVID-19.
China's Sinopharm says vaccine '79% effective' against COVID-19
While China donated 600,000 doses from Sinovac, the Presidential Security Group (PSG) is expecting 10,000 doses from Sinopharm though a compassionate special permit.Sinopharm was supposedly the smuggled vaccine used by the PSG to inoculate its members despite the country not yet having approved COVID-19 vaccines at that time.
FDA facing 'blank wall' on PSG's illegal vaccination
It is also the brand reportedly used by columnist Ramon Tulfo to have himself inoculated ahead of the government’s immunization campaign.
Tulfo faces probe over smuggled Sinopharm vaccine
Roque on Monday mentioned that he personally believes that the compassionate use permit for Sinopharm might have the effect of covering “what happened earlier” with the PSG.
The FDA on Tuesday admitted that it is facing a blank wall in its investigation on PSG’s illegal inoculation since they are “not getting any information.”
FDA facing 'blank wall' on PSG's illegal vaccination
Watch more in iWantTFC"
https://news.abs-cbn.com/news/03/02/21/house-health-panel-chair-gets-covid-19-jab,House health panel chair gets COVID-19 jab,"RG Cruz, ABS-CBN News",Posted at Mar 02 2021 01:33 PM,"Quezon Rep. Angelina ""Helen"" Tan, M.D. during her guesting at ANC's Headstart on February, 2020. Michael Bagtas, ABS-CBN News
MANILA - The chairperson of the House of Representatives’ Committee on Health said Tuesday she has received a COVID-19 vaccine, becoming the first lawmaker to disclose their inoculation.
Quezon Rep. Helen Tan said she was vaccinated as her son works as a surgeon at the Veterans Memorial Medical Center, where personnel have allocations for their families under the government's legal vaccination program.
“Huwag tayong matakot magpabakuna, protektahan natin ang isa’t-isa upang sabay-sabay nating malagpasan ang pandemya,” she said in a statement.
(Let's not fear vaccination, let's protect ourselves so we can overcome the pandemic together.)
“Let’s support the government’s vaccination program and help stop the COVID-19 pandemic.""
Columnist Ramon Tulfo, Duterte's former special envoy to China, earlier said he, some Cabinet officials, and a senator took smuggled Sinopharm jabs.Mon Tulfo says 'nothing wrong' with his use of smuggled COVID-19 vaccine
The Food and Drug Administration last month allowed the ""compassionate use"" of 10,000 doses of Sinopharm's vaccine for President Rodrigo Duterte's security detail, many of whom received the same product as early as September last year.
Watch more in iWantTFC"
https://news.abs-cbn.com/news/03/02/21/fda-facing-blank-wall-on-psgs-illegal-vaccination,FDA facing 'blank wall' on PSG's illegal vaccination,ABS-CBN News,Posted at Mar 02 2021 09:25 AM,"Watch more in iWantTFC
MANILA - The Food and Drug Administration is facing a blank wall in its investigation into the illegal inoculation of President Rodrigo Duterte's security detail against COVID-19.
""Well, right now, if I tell you frankly, it's a blank wall. We're not getting any information. The DOH (Department of Health) is not getting information. Our people are still at it. I don't have any concrete information on that,"" FDA director-general Eric Domingo told ANC Tuesday.
Duterte in December bared that some members of the Presidential Security Group received Sinopharm shots. He later told them to ""shut up"" if summoned by Congress to explain their unauthorized vaccination.In February, the state medical regulator allowed Duterte's security team to import and use 10,000 Sinopharm shots.PSG gets go signal to use COVID-19 shots months after some members got unauthorized jabs
Domingo said they were also continuing their investigation on special envoy to China Mon Tulfo's admission of use of a smuggled COVID-19 vaccine.""We passed on the reports to our enforcement unit late last week. I guess they should be starting with the investigation now but I have no word from that yet,"" he said.
Tulfo had said he got hold of unauthorized anti-coronavirus shots from Sinopharm through a friend ""who smuggled it into the country.""
He took the illegally procured vaccine with some ""Cabinet-level"" officials, a senator and some members of Duterte's security team, the columnist had said in an interview with One News.
Mon Tulfo admits getting Sinopharm's COVID-19 vaccine last year
As the country launched its COVID-19 inoculation program Monday, Domingo called for vigilance against smuggled vaccines.
""I think this is the time we really have to watch out for smuggling. Once you get legal vaccines coming in, that's also the time that you know these evil people will take advantage and tried to smuggle in fake or even substandard drugs and try to pass them off and sell them as actual and legal products [or] legal vaccines,"" he said.
Philippines begins COVID-19 vaccination drive
Domingo was among those first in line to receive the COVID-19 vaccine developed by another Chinese company, Sinovac.
""It was quite pleasant. Our nurses are very good... I don't feel a thing. Until now, I'm not experiencing adverse events,"" he said."
https://news.abs-cbn.com/classified-odd/03/02/21/late-sa-covid-19-vaccination-88-anyos-sa-france-huling-nagmamaneho-sa-bilis-na-191-kph,Late sa COVID-19 vaccination: 88 anyos sa France huling nagmamaneho sa bilis na 191 kph,ABS-CBN News,Posted at Mar 02 2021 05:20 PM,"Pexels/File Photo
Sinita ang isang 88 anyos na lalaki na lumagpas sa speed limit dahil umano na-late siya sa kaniyang coronavirus disease (COVID-19) vaccine appointment sa France.Umabot ng 191 kilometro kada oras ang bilis ng kotse ng lalaki, ayon sa Facebook post ng mga pulisya sa eastern French Bas-Rhin region.Kinumpiska ng pulisya ang lisensiya ng lalaki at in-impound ang kaniyang kotse.May paalala naman ang pulisya sa post:""For everyone's safety, let's comply with speed limits, even after more than 60 years with a driving license,"" anila.Simula Enero, naging prayoridad ang mga residenteng 75 anyos pataas sa kanilang vaccination program.Ayon sa Prime Minster ng France na si Jean Castex, bumababa na sa ngayon ang bilang ng mga nahahawahan ng COVID-19 sa mga 80 anyos pataas. Tumataas naman umano ang bilang ng kaso sa ibang age groups.— Isinalin mula sa ulat ng Agence France-Presse
RELATED VIDEO:Watch more in iWantTFC
Bisitahin ang Patrol.PH para sa iba pang mga balita."
https://news.abs-cbn.com/overseas/03/03/21/ghana-kicks-off-coronavirus-vaccination-campaign-with-covax-shots,Ghana kicks off coronavirus vaccination campaign with COVAX shots,"Christian Akorlie, Reuters",Posted at Mar 03 2021 06:42 AM,"A health worker receives the coronavirus disease (COVID-19) vaccine during the vaccination campaign at the Ridge Hospital in Accra, Ghana March 2, 2021. Francis Kokoroko, Reuters
ACCRA - Ghana launched its coronavirus vaccination drive on Tuesday with doses from the global COVAX vaccine-sharing program, which delivered shipments to other African countries as its vaccine rollout to developing nations accelerates.
The start of vaccinations in Ghana, and in neighboring Ivory Coast on Monday, along with the expected delivery of millions of vaccines from the COVAX program this week, will enable more poor countries to start inoculating mostly frontline workers and the most vulnerable, months after wealthier countries began.
COVAX is the program backed by the World Health Organization and GAVI vaccine alliance to provide vaccines for poor and middle-income countries. It said on Tuesday it aims to deliver 237 million doses of AstraZeneca's shot to 142 countries by the end of May.
Ghana receives world's first doses of free Covax vaccines
On Tuesday, COVAX delivered 3.92 million doses of the vaccine to Nigeria, 1.7 million doses to Democratic Republic of Congo, 624,000 to Angola and 36,000 to Gambia. Senegal expects 324,000 doses from the scheme to arrive on Wednesday.
""This is a historic and momentous occasion for The Gambia,"" Health Minister Ahmadou Lamin Samateh said in a statement.
In Ghana, people lined up outside the regional hospital in the capital, Accra, for a first phase of vaccinations which is prioritizing frontline health workers and others at high risk.
""I feel so good about taking the vaccine. It will protect me from contracting the virus from patients,"" said Bernice Anaglatey, 42, who works in the COVID-19 intensive care unit at Accra's Ridge Hospital as she queued for her shot.
The West African country aims to vaccinate 20 million people, or over 66% of its population, by the end of 2021, according to President Nana Akufo-Addo.
Drones from US-based startup Zipline delivered some of the vaccines to health facilities, making Ghana the first in the world to use the technology on a national scale to deliver COVID-19 shots, the company said.
Only a handful of other African countries have started inoculations, with doses bought bilaterally or received as donations.
Vaccine shipments through the COVAX scheme are expected to accelerate this week with the delivery of 11 million AstraZeneca and Pfizer-BioNTech doses.
Health authorities are also stepping up efforts to fight conspiracy theories around the vaccines. President Akufo-Addo and his wife were inoculated on Monday in an effort to boost public confidence in the vaccines.""The stories I heard about the vaccine have put fear in me,"" said Isaac Armah, a 28-year-old trader in Accra. ""I'll wait for about two months to see the effects of the vaccine on the early recipients, then I'll make up my mind.""
Coronavirus infections in Ghana have surpassed 84,000 and more than 600 people have died, according to health ministry data."
https://news.abs-cbn.com/news/03/02/21/metro-mayors-push-to-boost-public-trust-in-sinovac-other-covid-19-vaccines,"Metro mayors push to boost public trust in Sinovac, other COVID-19 vaccines","Katrina Domingo, ABS-CBN News",Posted at Mar 02 2021 08:40 PM,"From the Facebook page of Pasig City Mayor Vico Sotto
MANILA - Several Metro Manila mayors on Tuesday said they were willing to be inoculated with Sinovac's COVID-19 jabs as soon as the Department of Health (DOH) allows it to help boost public confidence in coronavirus vaccines.
The Philippines began rolling out COVID-19 vaccines on March 1, about a year since the virus entered the country. But health workers and other Filipinos have expressed hesitation on getting jabs, specifically China's Sinovac, the first to arrive in the country.
""I'm okay getting inoculated with Sinovac jabs given that FDA has approved it already, but with the caveat only if it will not deprive a medical frontliner of much needed jabs,"" Valenzuela City Mayor Rex Gatchalian told ABS-CBN News.
Manila Mayor Isko Moreno said he was eager to be inoculated against COVID-19, but would have to wait after medical frontliners get inoculated.
Isko Moreno willing to get Sinovac jab vs COVID-19
""Gustong gusto ko na magpabakuna ng Sinovac,"" the mayor told reporters, noting that he has been exposed to COVID-19 patients at least 7 times.
(I really want to be inoculated with Sinovac.)
""Araw-araw akong nasa risk tulad ng ibang mga mayor, pero patuloy pa rin tayong susunod sa national policy na unahin ang mga medical frontliner. I will wait for my turn,"" he said.
(Just like other mayors, I am at risk every day, but we have to continuously adhere to the national policy that medical frontliners should be the priority. I will wait for my turn.)
Quezon City Mayor Joy Belmonte, Pasig City Mayor Vico Sotto and Marikina Mayor Marcelino Teodoro have also expressed willingness to receive Sinovac's COVID-19 vaccine to assure their constituents that the jabs from China are safe and effective.
""We must not deprive a single health worker of the vaccine since these are so limited at present and I am happy to wait for my turn in the list,"" Belmonte said.
""No'ng isang araw ay naisama ako sa listahan ng mga eligible, at hindi naman ako katulad ng mga health care workers na napakalaki ng exposure [at] napakalaki ng risk kaya ako ay nagqua-qualify sa Sinovac,"" Teodoro said in an interview on TeleRadyo.
(The other day, I was included in the list of those eligible [for the vaccination] and I'm not like health care workers who are highly-exposed and at risk [of COVID-19] so I qualified for the Sinovac vaccine.)
Marikina mayor says will receive Sinovac COVID-19 vaccine
Health workers have expressed hesitation about receiving Sinovac vaccines after the Food and Drug Administration (FDA) said these jabs may not be suitable for health frontliners directly exposed to coronavirus patients as the brand has a ""lower efficacy rate of 50.4 percent.""Sinovac's COVID-19 vaccine not recommended for health workers - FDA
Advisory group OKs use of Sinovac COVID-19 vaccine for PH health workers
COVID-19 jabs from American pharmaceutical giant Pfizer was seen to have a 94 percent efficacy rate, while Europe's AstraZeneca's vaccines were estimated to have an efficacy rate of 70 percent after the first dose, and trials are ongoing to determine the efficacy rate after the 2nd dose.
PH approves AstraZeneca’s COVID-19 vaccine for emergency use
In boost for COVID-19 battle, Pfizer vaccine found 94% effective in real world
A national advisory body on immunization, however, approved Sinovac's use for health workers despite the FDA's warning its efficacy may decline for those exposed regularly to COVID-19 patients.LOW TURNOUT
These worries over the efficacy of Sinovac were made apparent on the first day of COVID-19 immunization programs in Metro Manila.
In Pasig City, only 167 health workers from the Pasig City General Hospital and the Pasig City Children's Hospital availed of the free COVID-19 jabs, leaving vacant almost half of the initial 300 vaccination slots for medical frontliners, data from the local government showed.
""I don't have the exact numbers pero kung pupulsuhan natin, may iba na gusto na din ng Sinovac, may iba na nagdadalawang-isip pa kasi medyo bago,"" Sotto told reporters.
(I don't have the exact numbers but if we base it on estimates, there are those who want to be inoculated with Sinovac, but there are others who are still having second thoughts because it is new.)
""Ang importante naman diyan, habang dumadating 'yung mga datos, as we receive more data and information... makikita natin kung tumataas o bumababa ba 'yung confidence level,"" he said.
(What is important is while we receive more data and information... we will see if the confidence level is improving or dropping.)
In Manila, only 163 health workers or just over a tenth of the 1,500 initial vaccination slots for frontliners signed up during the first day of the capital city's COVID-19 inoculation program, according to the local government's public information office.
""Magpabakuna po kayo habang andidito po at may pagkakataon, lalong lalo na po ang ating medical frontliners,"" said Manila Vice Mayor Honey Lacuna, a doctor and the capital city's first to receive a COVID-19 shot.
(People, especially medical frontliners, should avail of the vaccine while it is still here and while there is a chance.) Bise alkalde ng Maynila, unang naturukan sa pag-arangkada ng COVID-19 vaccine drive'NO WITH RESERVATIONS'
Some medical frontliners were uncertain about the efficacy and possible side effects brought by the COVID-19 vaccine but became more open to being inoculated after their questions were answered, Gatchalian told ABS-CBN News.
""I noticed they (medical frontliners) are hesitant but not closed to the idea,"" he said in a message.
""They're not 'hard no' on the matter, but rather 'no with reservations,'"" he said.
The Valenzuela City government has started a massive information campaign both on print and social media to address clarifications about the COVID-19 jabs, the mayor said.
""They simply have questions, but once the questions have been answered they tilt to the 'yes [to being vaccinated] column,'"" he said.
A similar initiative was done in Navotas, Mayor Toby Tiangco told ABS-CBN News in a separate message.
The local government ""conducted NavoBakuna vaccination orientations to various sectors including barangay captains, barangay health workers, seniors citizens,"" indigent families and uniformed personnel, he said.
The city also ""conducted webinars with health experts"" and ""posted on social media testimonies of Navoteño frontliners in other countries who have been vaccinated,"" he said.
""[It's] part of the process to improve vaccine confidence,"" the Navotas mayor said.
Valenzuela, Navotas allot funds for COVID-19 vaccines'UNDERSTANDABLE' PUBLIC FEAR
The national government is trying to sustain the delivery of correct information about coronavirus vaccines to Filipinos to ease their worries, Philippine COVID-19 testing czar Vince Dizon told reporters.
The public's worries are ""understandable"" because this is the first time we saw a worldwide vaccination program as big as this, he said.
""Kailangan tuloy-tuloy lang ang pagbibigay ng impormasyon na tama, hindi 'yung impormasyon lang na nakukuha natin sa internet,"" Dizon said.
(We have to continuously provide correct information, not just any information from the internet.)
""Habang nagagawa natin 'yun, confident kami na tuloy-tuloy lang 'yung pagtaas ng kumpiyansa,"" he said.
(If we can do that, we are confident that the public's confidence will continue to improve.)
READ: What to expect after getting a COVID-19 vaccine
RELATED VIDEO
Watch more in iWantTFC"
https://news.abs-cbn.com/business/03/02/21/trade-chief-says-further-easing-of-restrictions-seen-as-vaccination-progresses,Trade chief says further easing of restrictions seen as vaccination progresses,"Bruce Rodriguez, ABS-CBN News",Posted at Mar 02 2021 06:35 PM,"Health Workers administer the Covid 19 Sinovac vaccine to Members of the Armed Forces of the Philippines (AFP) at the V.Luna Medical Center in Quezon City on March 01, 2021. Jonathan Cellona, ABS-CBN News/FileMANILA - The Philippines can expect a further easing of restrictions and more economic activities as the government continues to roll out its vaccination program.Front liners are being inoculated since Monday, following the arrival of 600,000 doses of China-donated Sinovac COVID-19 vaccines.
By 2023, it is expected that many have been vaccinated, Trade Secretary Ramon Lopez said, reacting to President Rodrigo Duterte's statement saying that the country may see some sense of normalcy in 2023.
""I would assume that the President was referring to that kind of scenario na talagang, kasi parang at that time (2023) ang estimate mas marami nang na-vaccine (totally, in 2023 the estimate is that more people have been vaccinated),"" Lopez told ABS-CBN News.
'Ang tagal naman': Small businesses speak on Duterte forecast of 2023 return to normalcy
‘Setting a low bar’: Economist hits Duterte remark on 2023 return to normalcy
""Following 'yung policy pronouncements ng ating Pangulo, pag na-rollout na 'yung vaccing program, pwede na nating asahan 'yung unti-unting pagluluwag, let's say, sa community quarantine and maybe down the road pati 'yung mga age restrictions,"" he added.
(Following the policy pronouncement of the President, once the vaccine program rolls out, we can expect the gradual easing, let's say in community quarantine and down the road, even age restrictions)
Pilipinas baka sa 2023 pa makabalik sa normal: Duterte
Lopez also said the government is confident that the economy could start seeing positive growth this year. Once ""Priority A"" or health workers and other front liners received their vaccines, economic front liners would also be inoculated, he added.
The arrival of China's Sinovac jabs has also increased consumer confidence, he said.
Acting Socioeconomic Planning Secretary Karl Chua earlier said the economy could see a positive growth starting in the second quarter despite a slow first quarter.
Positive growth for Philippines by Q2, off to 'slow start' in 2021: NEDA chief
Philippine economy seen contracting again in Q1, return to positive growth in Q2
RELATED VIDEO:Watch more in iWantTFC"
https://news.abs-cbn.com/business/03/02/21/setting-a-low-bar-economist-hits-duterte-remark-on-2023-return-to-normalcy,‘Setting a low bar’: Economist hits Duterte remark on 2023 return to normalcy,"Warren de Guzman, ABS-CBN News",Posted at Mar 02 2021 04:06 PM,"President Rodrigo Duterte delivers his speech after the ceremonial turnover of Sinovac COVID-19 vaccines at the Bulwagang Kalayaan in Villamor Air Base, Pasay City on February 28, 2021. King Rodriguez, Presidential PhotoMANILA - President Rodrigo Duterte ""seems to be setting a low bar"" for the government's response to the COVID-19 pandemic when he said that the country could expect to return to normalcy only in 2023, an economist said on Tuesday.Economist Calixto Chikiamco also said Duterte’s statement will also damage and delay the country's economic recovery.“It is kind of scary because it will put a chill on consumption, it will put a chill on lending, it will put a chill on investments. It is quite a pessimistic scenario, because that will mean you will have 2 more years where you have some kind of lockdown, and mobility restrictions, and this will of course take a toll on the economy, on government revenues, on the need for social protection,"" Chikiamco said.Consumer rights activist and former Trade Undersecretary Vic Dimagiba also said the forecast is dangerous, and urged the President to take back his statement.“Maniniwala s'ya dun kasi Pangulo sya eh. Yun ang kailangan nating bawiin, bawiin natin ang ganong klaseng statement, by offering professional and honest suggestions.""
(They will believe that because he's the President. That should be taken back, take back that kind of statement by offering professional and honest suggestions.)
Last Sunday, Duterte said Filipinos may see some sense of normalcy by the ""first or second quarter of year '23.""Duterte made the statement after the government received its first batch of COVID-19 vaccines donated by China.Carlito Galvez Jr, Chief Implementer of the National Task Force on COVID-19, also earlier said the country may return to normalcy by 2023.
Chikiamco said Duterte's statement undermines the vaccine program of his own government, as there are opportunities for the government to take charge of the situation through vaccination.“It seems to me they are quite setting a low bar for their own performance in terms of vaccination. Frankly, I think by the end of the year, there should be enough supply worldwide because by the summer of this year the US is projecting they would already be normal, and achieve their targets, so there will probably be an excess supply by the end of the year, for a lot of other countries,"" he said.Chikiamco also pointed out that other vaccine manufacturers are ramping up production.""So I think the best-case scenario is for us to be able to vaccinate our population by 2022.""
Dimagiba also said the public must demand a better and clearer vaccination plan.
""Dito po sa ASEAN, ang nababasa ko, mga kapitbahay nating bansa, baka by the end of the year back to their normal place na sila,"" Dimagiba said.(In ASEAN, I read that our neighboring countries, by the end of the year, they expect to be back to their normal place.)
The Philippines is the last country in Southeast Asia to receive COVID-19 vaccines. A shipment of donated Sinovac vaccines from China arrived on Sunday.Another shipment from British drugmaker AstraZeneca was supposed to arrive last Monday, but the delivery was postponed indefinitely, officials said.Last year, the Philippines suffered its worst economic contraction since the end of World War 2. Economists expect the recession to extend to the first three months of 2021.Watch more in iWantTFC"
https://news.abs-cbn.com/overseas/03/02/21/over-1000-coronavirus-vaccines-spoiled-in-japan-after-freezer-malfunctions,"Over 1,000 coronavirus vaccines spoiled in Japan after freezer malfunctions",Agence France-Presse,Posted at Mar 02 2021 01:22 PM,"TOKYO - Japan said Tuesday an investigation would be launched after more than 1,000 coronavirus vaccine doses had to be thrown out when a freezer storing them malfunctioned.
A medical institution reported that 172 vials of the Pfizer/BioNTech vaccine, which must be kept between -80 and -60 degrees centigrade, were rendered useless after the freezer breakdown over the weekend, Japan's health ministry said, wasting up to 1,032 doses.
Pfizer COVID-19 vaccine 'very promising' but has cold chain issues: WHO
US approves Pfizer vaccine storage at normal freezer temperature
Japan began its inoculation program on February 17 -- just over five months before the Tokyo Olympics -- and has so far only approved the Pfizer/BioNTech drug.
Japan vaccine supplies to be limited, delaying shots for elderly - minister
Japan's COVID-19 vaccine rollout expands beyond Tokyo area
Japanese government spokesman Katsunobu Kato said Tuesday that the cause of the malfunction was not yet clear, but the firm that installed the freezer would investigate and report back.
Kato said Japan had installed around 100 vaccine freezers nationwide by the end of February.
""We would like to respond quickly to whatever is necessary, based on what the results of the investigation carried out by the company that installed it,"" Kato said.
Japan began vaccinating healthcare workers in mid-February, with the minister in charge of the process admitting he had ""no idea"" how much of the population would receive the jab before the Olympics, which start on July 23.
As of March 1, it had administered first doses to nearly 32,000 doctors and nurses, according to vaccine minister Taro Kono.
The country has reached deals with three major drug firms to buy enough doses for its population of 126 million.
But it was also scrambling to secure enough special syringes needed to extract six full doses from each vial of the Pfizer vaccine.
Japan is running a cautious rollout programme and is planning to initially vaccinate 40,000 healthcare workers across the country, before administering jabs to around 3.7 million more in March.
Vaccines for around 36 million people aged 65 or older are set to start from April.
amk/sah/dan
© Agence France-Presse
Watch more in iWantTFC"
https://news.abs-cbn.com/news/03/02/21/visayas-largest-covid-19-referral-hospital-excited-to-begin-vaccination,Visayas' largest COVID-19 referral hospital 'excited' to begin vaccination,ABS-CBN News,Posted at Mar 02 2021 08:41 AM | Updated as of Mar 02 2021 08:55 AM,"Coronavirus testing at the Vicente Sotto Memorial Medical Center. Photo courtesy of the Vicente Sotto Memorial Medical Center/file
MANILA - Frontline workers of Visayas' largest COVID-19 referral hospital are ""excited"" to begin vaccination, an official said Tuesday.
The Philippines earlier launched its COVID-19 immunization program, with healthworkers getting the first jabs.
Philippines begins COVID-19 vaccination drive
PGH head receives first ever COVID-19 vaccine jab in PH
CoronaVac doses are expected to arrive in Cebu at around 7:40 a.m. and will be delivered immediately to Vicente Sotto Memorial Medical Center, said the hospital's COVID-19 chief implementor Dr. Helen Madamba.
""Excited, sabi nga nila pinoproblema ng PNP na pinakamahaba ang aming convoy na gustong sumundo sa bakuna. Yes, excited po kami na may dadating nang COVID-19 vaccine,"" she told ABS-CBN's Teleradyo.
(We're excited. They say our Philippine National Police is finding it difficult that we have the longest convoy that want to accompany the vaccine. Yes, we're excited that a COVID-19 vaccine will arrive.)
Some 768 of the hospital's staff have consented to receive the Chinese vaccine, according to Madamba who will also get inoculated.
The immunization of medical authorities also boosted healthcare workers' vaccine confidence, she added.
""Oo meron kasi 'yung ibang tao kilala nila. Meron tayong tinatawag na (We have these so-called) influencers that by example if they get vaccinated for themselves, the others are also encouraged to do the same,"" she said.
(Yes there was an effect because they knew some people.)
""Maraming nagchange ng mind nila. Sa simula mabagal po talaga ang pagconsent, we had to give orientations...After the orientations medyo tumataas ang acceptability ng Sinovac. Maraming nagchange from no to yes.""
(Many changed their mind. In the beginning, we had to give orientations because it was going slow...After the orientations, Sinovac's acceptability increased, many changed from no to yes.)
Watch more in iWantTFC"
https://news.abs-cbn.com/news/03/02/21/read-what-to-expect-after-getting-a-covid-19-vaccine,READ: What to expect after getting a COVID-19 vaccine,"Davinci Maru, ABS-CBN News",Posted at Mar 02 2021 04:34 PM,"Health workers from Sta. Ana Hospital administer Sinovac vaccines to fellow health workers from different hospitals in Manila on March 2, 2021. George Calvelo, ABS-CBN News
MANILA - The Philippine government on Monday launched its COVID-19 vaccination drive, boosting its battle against the outbreak that has infected more than half a million people.
Medical workers, soldiers and police in the capital region, the country's epicenter of the crisis, were among the first to be administered with the CoronaVac vaccine developed by China's Sinovac Biotech.
During the first day of the government's immunization program, health authorities recorded 13 cases of ""minor"" adverse effects, which include pain at the site of injection, nausea, and itching.
Despite low public confidence in vaccines, health officials have repeatedly allayed concerns that adverse reactions could occur as part of the immune response.
In its global manual on surveillance of adverse events following immunization, the World Health Organization classified the reaction into 5 categories - vaccine product-related reaction; vaccine quality defect-related reaction; immunization error-related reaction; immunization anxiety-related reaction and coincidental event.
For vaccine reaction, the UN's health agency refers it as an individual’s response to the inherent properties of the vaccine, ""even when the vaccine has been prepared, handled and administered correctly.""
Some minor reactions of the vaccine include pain, swelling or redness at the site of injection; fever, malaise, muscle pain, headache or loss of appetite.
For severe reactions, the WHO said it ""usually do not result in long-term problems"" and ""are rarely life-threatening.""
Meanwhile, immunization error-related reaction refers to errors in vaccine preparation, handling, storage or administration. Among the errors identified by WHO are non-sterile injection, reconstitution error, injection at incorrect site and vaccine transported or stored incorrectly.
WHO noted that during vaccinations, those inoculated may sometimes experience anxiety-related reactions due to fear of the injection. These are fainting, vomiting, hyperventilation and convulsions.
On the other hand, coincidental events occur ""after a vaccination has been given but are not caused by the vaccine or its administration,"" the agency said.
COMMON SIDE EFFECTS
The US Centers for Disease Control and Prevention also listed these common side effects after getting the COVID-19 shots: pain or swelling at the injection site; fever, chills, tiredness and headache.
""If you have pain or discomfort, talk to your doctor about taking over-the-counter medicine, such as ibuprofen, aspirin, antihistamines, or acetaminophen, for any pain and discomfort you may experience after getting vaccinated,"" the agency said in an advisory.
""You can take these medications to relieve post-vaccination side effects if you have no other medical reasons that prevent you from taking these medications normally,"" it added.
However, the US CDC does not recommend taking the medicines before vaccination for the purpose of trying to prevent side effects ""because it is not known how these medications may impact how well the vaccine works.""
Those who got the COVID-19 vaccine may also apply a clean, cool, wet washcloth to reduce pain and discomfort where they got the shot.
The US CDC also advised drinking plenty of fluids and dressing lightly to reduce discomfort from fever.
""In most cases, discomfort from fever or pain is normal,"" it said. Only seek the help of authorities if the side effects are ""worrying"" or ""do not seem to be going away after a few days""."
